"id","navisid","de","en","desc_de","synonym","desc_en","origindesc","fk_id_parent","gettyaat","gettyaatrelationtype","wikidata","wikidatarelationtype"
"2E8052",,,,,,,,,,,,
"DD9004",,,,,,,,,,,,
"96DB0F",,,,,,,,,,,,
"1F5071",,,,,,,,,,,,
"79B3CB",,,,,,,,,,,,
"7208BE",,,,,,,,,,,,
"9C8170",,,,,,,,,,,,
"C1E360",,,,,,,,,,,,
"0228D0",,,,,,,,,,,,
"6CDD10",,,,,,,,,,,,
"B20E74",,,,,,,,,,,,
"F96100",,,,,,,,,,,,
"14EB27",,,,,,,,,,,,
"C43068",,,,,,,,,,,,
"DD560E",,,,,,,,,,,,
"2CE70E",,,,,,,,,,,,
"8A8300",,,,,,,,,,,,
"25CC78",,,,,,,,,,,,
"553D4B",,,,,,,,,,,,
"5107D5",,,,,,,,,,,,
"B58797",,,,,,,,,,,,
"8C4F45",,,,,,,,,,,,
"28C9F5",,,,,,,,,,,,
"0FE640",,,,,,,,,,,,
"21332F",,,,,,,,,,,,
"F8936D",,,,,,,,,,,,
"B278CB",,,,,,,,,,,,
"16E8D4",,,,,,,,,,,,
"1DBE6F",,,,,,,,,,,,
"0F0788",,,,,,,,,,,,
"14EC24",,,,,,,,,,,,
"07D934",,,,,,,,,,,,
"63DCDC",,,,,,,,,,,,
"FB84F7",,,,,,,,,,,,
"12ED92",,,,,,,,,,,,
"484F3E",,,,,,,,,,,,
"FF7416",,,,,,,,,,,,
"A7CCC2",,,,,,,,,,,,
"5D5200",,,,,,,,,,,,
"4F11CB",,,,,,,,,,,,
"3C7341",,,,,,,,,,,,
"EF3A8C",,,,,,,,,,,,
"5A43E4",,,,,,,,,,,,
"0F69D3",,,,,,,,,,,,
"017C70",,,,,,,,,,,,
"98D249",,,,,,,,,,,,
"DB6999",,,,,,,,,,,,
"CC0BF8",,,,,,,,,,,,
"70F7A2",,,,,,,,,,,,
"4F8386",,,,,,,,,,,,
"C444C4",,,,,,,,,,,,
"FDE2CA",,,,,,,,,,,,
"B96F8A",,,,,,,,,,,,
"34B95C",,,,,,,,,,,,
"BCB4A4",,,,,,,,,,,,
"FFFC17",,,,,,,,,,,,
"4163EF",,,,,,,,,,,,
"8B815E",,,,,,,,,,,,
"E94F1F",,,,,,,,,,,,
"645C57",,,,,,,,,,,,
"F09AE5",,,,,,,,,,,,
"D1E548",,,,,,,,,,,,
"BB662F",,,,,,,,,,,,
"2C5474",,,,,,,,,,,,
"35C397",,,,,,,,,,,,
"44D490",,,,,,,,,,,,
"8818CE",,,,,,,,,,,,
"DA57E6",,,,,,,,,,,,
"DB8AFC",,,,,,,,,,,,
"F8C2D7",,,,,,,,,,,,
"42891D",,,,,,,,,,,,
"7A1574",,,,,,,,,,,,
"45045C",,,,,,,,,,,,
"9F9678",,,,,,,,,,,,
"DE93EF",,,,,,,,,,,,
"1E3521",,,,,,,,,,,,
"07EE00",,,,,,,,,,,,
"A64AB8",,,,,,,,,,,,
"8AFAA8",,,,,,,,,,,,
"FAF2EC",,,,,,,,,,,,
"F12AD9",,,,,,,,,,,,
"88EB2E",,,,,,,,,,,,
"EC0E28",,,,,,,,,,,,
"782E7F",,,,,,,,,,,,
"218AD5",,,,,,,,,,,,
"0436BD",,,,,,,,,,,,
"D77A6D",,,,,,,,,,,,
"8001A6",,,,,,,,,,,,
"DB068B",,,,,,,,,,,,
"92F5C6",,,,,,,,,,,,
"AD33BA",,,,,,,,,,,,
"43CBC3",,,,,,,,,,,,
"0A0B5C",,,,,,,,,,,,
"E3F079",,,,,,,,,,,,
"CDB841",,,,,,,,,,,,
"F85317",,,,,,,,,,,,
"E30287",,,,,,,,,,,,
"E24A83",,,,,,,,,,,,
"29D2B5",,,,,,,,,,,,
"E47113",,,,,,,,,,,,
"B4604E",,,,,,,,,,,,
"83C57D",,,,,,,,,,,,
"9EB445",,,,,,,,,,,,
"387AA9",,,,,,,,,,,,
"0ABB16",,,,,,,,,,,,
"C5F7E3",,,,,,,,,,,,
"61C8EB",,,,,,,,,,,,
"E59A78",,,,,,,,,,,,
"F5C591",,,,,,,,,,,,
"C9CF2F",,,,,,,,,,,,
"5CD81F",,,,,,,,,,,,
"AEC31C",,,,,,,,,,,,
"BDA2A8",,,,,,,,,,,,
"07B70F",,,,,,,,,,,,
"C42A55",,,,,,,,,,,,
"5C17BF",,,,,,,,,,,,
"2D2867",,,,,,,,,,,,
"C93287",,,,,,,,,,,,
"7DA5EA",,,,,,,,,,,,
"0C2E37",,,,,,,,,,,,
"4213AD",,,,,,,,,,,,
"D4BF19",,,,,,,,,,,,
"A29B32",,,,,,,,,,,,
"D14787",,,,,,,,,,,,
"1323A7",,,,,,,,,,,,
"02B51A",,,,,,,,,,,,
"42A452",,,,,,,,,,,,
"558D1F",,,,,,,,,,,,
"7C7648",,,,,,,,,,,,
"EBAB95",,,,,,,,,,,,
"EC448B",,,,,,,,,,,,
"0D607D",,,,,,,,,,,,
"0E2E0A",,,,,,,,,,,,
"906BE3",,,,,,,,,,,,
"495FF4",,,,,,,,,,,,
"27DC53",,,,,,,,,,,,
"3C77A7",,,,,,,,,,,,
"70F271",,,,,,,,,,,,
"2E5DBD",,,,,,,,,,,,
"453DB9",,,,,,,,,,,,
"4A22F4",,,,,,,,,,,,
"22076D",,,,,,,,,,,,
"D299BF",,,,,,,,,,,,
"AB48FC",,,,,,,,,,,,
"E3026B",,,,,,,,,,,,
